citizen,agedef,age,unit,sex,geo\time	2016 	2015 	2014 	2013 
CC5_15_FOR,COMPLET,Y95-99,NR,F,BE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,BG	0 	0 	0 p	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,EL	2 	2 	2 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,ES	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,FI	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,HR	0 	0 	0.0 	0.0 
CC5_15_FOR,COMPLET,Y95-99,NR,F,IE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,IS	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,IT	2 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,LT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,LU	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,MT	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y95-99,NR,F,NO	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,PL	0 ep	0 p	0 p	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,RO	0 	0 e	0 	0 
CC5_15_FOR,COMPLET,Y95-99,NR,F,SE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,F,SI	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y95-99,NR,F,UK	0 	: 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,AT	1 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,BE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,BG	0 	0 	0 p	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,EL	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,ES	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,FI	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,HR	0 	0 	0.0 	0.0 
CC5_15_FOR,COMPLET,Y95-99,NR,M,IE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,IS	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,IT	0 	1 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,LT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,LU	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,MT	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y95-99,NR,M,NO	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,PL	0 ep	0 p	0 p	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,RO	0 	0 e	0 	0 
CC5_15_FOR,COMPLET,Y95-99,NR,M,SE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,M,SI	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y95-99,NR,M,UK	0 	: 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,AT	1 	0 	1 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,BE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,BG	0 	0 	0 p	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,EL	2 	2 	2 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,ES	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,FI	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,HR	0 	0 	0.0 	0.0 
CC5_15_FOR,COMPLET,Y95-99,NR,T,IE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,IS	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,IT	2 	1 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,LT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,LU	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,MT	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y95-99,NR,T,NO	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,PL	0 ep	0 p	0 p	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,RO	0 	0 e	0 	0 
CC5_15_FOR,COMPLET,Y95-99,NR,T,SE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y95-99,NR,T,SI	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y95-99,NR,T,UK	0 	: 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,AT	1 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,BE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,BG	0 	0 	0 p	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,EL	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,ES	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,FI	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,HR	0 	0 	0.0 	0.0 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,IE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,IS	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,IT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,LT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,LU	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,MT	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,NO	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,PL	0 ep	0 p	0 p	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,RO	0 	0 e	0 	0 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,SE	0 	1 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,SI	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y_GE100,NR,F,UK	0 	: 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,AT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,BE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,BG	0 	0 	0 p	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,EL	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,ES	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,FI	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,HR	0 	0 	0.0 	0.0 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,IE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,IS	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,IT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,LT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,LU	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,MT	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,NO	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,PL	0 ep	0 p	0 p	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,RO	0 	0 e	0 	0 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,SE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,SI	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y_GE100,NR,M,UK	0 	: 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,AT	1 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,BE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,BG	0 	0 	0 p	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,EL	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,ES	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,FI	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,HR	0 	0 	0.0 	0.0 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,IE	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,IS	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,IT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,LT	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,LU	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,MT	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,NO	0 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,PL	0 ep	0 p	0 p	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,RO	0 	0 e	0 	0 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,SE	0 	1 	0 	: 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,SI	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y_GE100,NR,T,UK	0 	: 	0 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,AT	154 	166 	170 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,BE	9 	13 	12 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,BG	149 	73 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,EL	109 b	97 	93 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,ES	16 	18 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,FI	0 	1 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,HR	27 	28 	40.0 	28.0 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,IE	2 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,IS	1 	3 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,IT	591 	478 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,LT	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,LU	4 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,MT	4 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,NO	6 	3 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,PL	2 	6 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,RO	: 	4 	11 	13 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,SE	7 	8 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,SI	16 	16 	22 	20 
CC5_15_FOR,COMPLET,Y_GE65,NR,F,UK	42 	: 	97 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,AT	95 	101 	93 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,BE	9 	15 	5 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,BG	217 	152 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,EL	50 b	45 	44 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,ES	17 	10 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,FI	1 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,HR	15 	16 	18.0 	21.0 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,IE	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,IS	0 	1 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,IT	497 	390 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,LT	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,LU	3 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,MT	4 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,NO	0 	1 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,PL	17 	16 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,RO	: 	8 	13 	15 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,SE	4 	8 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,SI	10 	9 	12 	6 
CC5_15_FOR,COMPLET,Y_GE65,NR,M,UK	89 	: 	1 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,AT	249 	267 	263 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,BE	18 	28 	17 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,BG	366 	225 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,EL	159 b	142 	137 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,ES	33 	28 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,FI	1 	1 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,HR	42 	44 	58.0 	49.0 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,IE	2 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,IS	1 	4 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,IT	1088 	868 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,LT	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,LU	7 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,MT	8 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,NO	6 	4 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,PL	19 	22 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,RO	: 	12 	24 	28 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,SE	11 	16 	: 	: 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,SI	26 	25 	34 	26 
CC5_15_FOR,COMPLET,Y_GE65,NR,T,UK	131 	: 	98 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,AT	11 	8 	10 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,BE	0 	0 	1 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,BG	1 	1 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,EL	13 b	13 	12 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,ES	0 	2 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,FI	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,HR	3 	3 	7.0 	2.0 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,IE	1 	0 	1 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,IS	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,IT	27 	11 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,LT	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,LU	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,MT	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,NO	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,PL	0 ep	0 p	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,RO	0 	0 e	0 	1 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,SE	0 	2 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,SI	0 	4 	1 	3 
CC5_15_FOR,COMPLET,Y_GE85,NR,F,UK	0 	: 	3 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,AT	3 	1 	4 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,BE	0 	0 	1 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,BG	1 	3 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,EL	10 b	10 	10 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,ES	0 	1 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,FI	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,HR	2 	0 	3.0 	2.0 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,IE	0 	0 	1 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,IS	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,IT	15 	5 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,LT	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,LU	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,MT	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,NO	0 	0.0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,PL	0 ep	0 p	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,RO	0 	0 e	0 	0 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,SE	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,SI	0 	1 	0 	0 
CC5_15_FOR,COMPLET,Y_GE85,NR,M,UK	0 	: 	0 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,AT	14 	9 	14 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,BE	0 	0 	2 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,BG	2 	4 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,EL	23 b	23 	22 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,ES	0 	3 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,FI	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,HR	5 	3 	10.0 	4.0 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,IE	1 	0 	2 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,IS	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,IT	42 	16 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,LT	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,LU	0 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,MT	0 	0 	0 	0 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,NO	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,PL	0 ep	0 p	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,RO	0 	0 e	0 	1 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,SE	0 	2 	: 	: 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,SI	0 	5 	1 	3 
CC5_15_FOR,COMPLET,Y_GE85,NR,T,UK	0 	: 	3 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,AT	535 	552 	565 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,BE	296 	320 	282 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,BG	44 	47 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,EL	846 b	802 	776 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,ES	71 	69 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,FI	27 	30 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,HR	14 	22 	21.0 	26.0 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,IE	10 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,IS	7 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,IT	1157 	912 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,LT	1 	2 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,LU	71 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,MT	32 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,NO	100 	101 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,PL	88 	49 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,RO	: 	40 	60 	72 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,SE	330 	327 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,SI	126 	113 	104 	147 
CC5_15_FOR,COMPLET,Y_LT15,NR,F,UK	51 	: 	371 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,AT	603 	632 	486 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,BE	307 	320 	268 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,BG	34 	30 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,EL	950 b	902 	873 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,ES	88 	67 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,FI	27 	22 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,HR	29 	31 	29.0 	16.0 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,IE	13 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,IS	8 	1 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,IT	1163 	1126 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,LT	0 	0 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,LU	59 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,MT	48 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,NO	104 	79 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,PL	87 	80 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,RO	: 	35 	56 	70 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,SE	374 	364 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,SI	143 	122 	145 	146 
CC5_15_FOR,COMPLET,Y_LT15,NR,M,UK	1253 	: 	13 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,AT	1138 	1184 	1051 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,BE	603 	640 	550 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,BG	78 	77 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,EL	1796 b	1704 	1649 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,ES	159 	136 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,FI	54 	52 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,HR	43 	53 	50.0 	42.0 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,IE	23 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,IS	15 	1 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,IT	2320 	2038 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,LT	1 	2 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,LU	130 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,MT	80 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,NO	204 	180 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,PL	175 	129 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,RO	: 	75 	116 	142 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,SE	704 	691 	: 	: 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,SI	269 	235 	249 	293 
CC5_15_FOR,COMPLET,Y_LT15,NR,T,UK	1304 	: 	384 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,AT	172 	186 	202 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,BE	116 	131 	118 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,BG	16 	14 	4 p	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,EL	585 b	556 	539 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,ES	24 	33 	29 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,FI	11 	12 	11 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,HR	7 	11 	9.0 	9.0 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,IE	4 	7 	4 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,IS	3 	0 	0 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,IT	496 	368 	324 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,LT	0 	1 	0 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,LU	37 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,MT	14 	18 	5 	10 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,NO	41 	46 	30 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,PL	39 ep	27 p	57 p	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,RO	29 	28 e	48 	49 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,SE	99 	109 	87 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,SI	44 	38 	35 	52 
CC5_15_FOR,COMPLET,Y_LT5,NR,F,UK	2 	: 	113 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,AT	203 	220 	153 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,BE	125 	143 	118 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,BG	8 	8 	11 p	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,EL	606 b	578 	560 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,ES	45 	33 	33 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,FI	8 	13 	16 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,HR	12 	18 	11.0 	8.0 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,IE	7 	1 	3 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,IS	4 	1 	0 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,IT	462 	408 	360 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,LT	0 	0 	1 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,LU	19 	: 	: 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,MT	26 	15 	14 	16 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,NO	41 	31 	39 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,PL	30 ep	37 p	63 p	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,RO	21 	25 e	36 	46 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,SE	118 	125 	91 	: 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,SI	55 	42 	59 	60 
CC5_15_FOR,COMPLET,Y_LT5,NR,M,UK	447 	: 	5 	: 
