age,c_birth,unit,sex,geo\time	2017 	2016 	2015 	2014 
TOTAL,EU28_FOR,NR,T,CH	1414184 	1393601 	1364250 	1321891 
TOTAL,EU28_FOR,NR,T,CY	113773 	110433 	107372 	111332 
TOTAL,EU28_FOR,NR,T,CZ	181419 	171819 	163473 	155068 
TOTAL,EU28_FOR,NR,T,DE	4849902 	4351815 	4010360 	3836085 
TOTAL,EU28_FOR,NR,T,DK	228400 	216892 	202849 	191638 
TOTAL,EU28_FOR,NR,T,EE	20147 	19178 	18144 b	13131 
TOTAL,EU28_FOR,NR,T,EL	345619 	350129 	345656 	339222 
TOTAL,EU28_FOR,NR,T,ES	1943453 	1956465 	1981216 	2027532 
TOTAL,EU28_FOR,NR,T,FI	122205 	118826 	114822 	108957 
TOTAL,EU28_FOR,NR,T,FR	2220667 p	2202797 p	2189994 p	2171248 
TOTAL,EU28_FOR,NR,T,HR	68365 	68571 	70485 	70465 
TOTAL,EU28_FOR,NR,T,HU	321907 	320521 	309596 	300082 
TOTAL,EU28_FOR,NR,T,IE	600552 	591488 	584745 	576634 
TOTAL,EU28_FOR,NR,T,IS	31355 	28138 	25985 	24259 
TOTAL,EU28_FOR,NR,T,IT	1837630 e	1823833 	1815545 	1815366 
TOTAL,EU28_FOR,NR,T,LI	8260 	8238 	8114 	8057 
TOTAL,EU28_FOR,NR,T,LT	20536 	20839 	19236 	17642 
TOTAL,EU28_FOR,NR,T,LU	205247 b	194791 	185965 	177592 
TOTAL,EU28_FOR,NR,T,LV	27636 	27606 	28302 	27911 
TOTAL,EU28_FOR,NR,T,MT	33665 	28467 	24018 	20663 
TOTAL,EU28_FOR,NR,T,NL	580599 	554910 	532282 	508448 
TOTAL,EU28_FOR,NR,T,NO	351164 	349708 	339135 	318084 
TOTAL,EU28_FOR,NR,T,PL	220874 ep	216340 p	218995 p	222020 p
TOTAL,EU28_FOR,NR,T,PT	240196 	232042 	227716 	221556 
TOTAL,EU28_FOR,NR,T,RO	180099 	148445 	112350 	81527 e
TOTAL,EU28_FOR,NR,T,SE	540403 	529841 	519215 	509601 
TOTAL,EU28_FOR,NR,T,SI	66387 	67002 	68091 	68787 
TOTAL,EU28_FOR,NR,T,SK	153663 	150523 	147923 	146274 
TOTAL,EU28_FOR,NR,T,UK	3612899 	3250634 	3090842 	2807135 
TOTAL,EXT_FOR_HDI,NR,F,AT	269191 	254283 	229914 	220626 
TOTAL,EXT_FOR_HDI,NR,F,BE	443620 	430979 	413915 	408294 
TOTAL,EXT_FOR_HDI,NR,F,BG	42783 	40394 	36949 	32708 
TOTAL,EXT_FOR_HDI,NR,F,CH	407906 	390283 	374099 	359488 
TOTAL,EXT_FOR_HDI,NR,F,CY	33552 	35945 	40374 	47686 
TOTAL,EXT_FOR_HDI,NR,F,CZ	124918 	115070 	110888 	106320 
TOTAL,EXT_FOR_HDI,NR,F,DE	: 	2417191 	2309921 	2228289 
TOTAL,EXT_FOR_HDI,NR,F,DK	192906 	183319 	171709 	165565 
TOTAL,EXT_FOR_HDI,NR,F,EE	103145 	104841 	106484 b	111504 
TOTAL,EXT_FOR_HDI,NR,F,EL	249407 	233364 	233169 	442960 
TOTAL,EXT_FOR_HDI,NR,F,ES	2098880 	2022422 	1981436 	1975340 
TOTAL,EXT_FOR_HDI,NR,F,FI	110638 	103932 	99077 	93510 
TOTAL,EXT_FOR_HDI,NR,F,FR	2805870 p	2711240 p	2681127 p	2620661 
TOTAL,EXT_FOR_HDI,NR,F,HR	216241 	220095 	224177 	226968 
TOTAL,EXT_FOR_HDI,NR,F,HU	69868 	66931 	60100 	53064 
TOTAL,EXT_FOR_HDI,NR,F,IE	95906 	89227 	86424 	87990 
TOTAL,EXT_FOR_HDI,NR,F,IS	7281 	6864 	6571 	6459 
TOTAL,EXT_FOR_HDI,NR,F,IT	1753638 e	1709612 	1673743 	1852937 
TOTAL,EXT_FOR_HDI,NR,F,LI	1209 	1186 	1136 	1109 
TOTAL,EXT_FOR_HDI,NR,F,LT	62084 	64258 	67918 	69837 
TOTAL,EXT_FOR_HDI,NR,F,LU	29541 b	29145 	27966 	26758 
TOTAL,EXT_FOR_HDI,NR,F,LV	137322 	141593 	145424 	149503 
TOTAL,EXT_FOR_HDI,NR,F,MT	14697 	13723 	12119 	10368 
TOTAL,EXT_FOR_HDI,NR,F,NL	701817 	677167 	658807 	648391 
TOTAL,EXT_FOR_HDI,NR,F,NO	217745 	207096 	199537 	190529 
TOTAL,EXT_FOR_HDI,NR,F,PL	243459 ep	238432 p	234927 p	239913 p
TOTAL,EXT_FOR_HDI,NR,F,PT	335542 	337546 	339019 	336076 
TOTAL,EXT_FOR_HDI,NR,F,RO	107770 	91940 	78352 	61258 e
TOTAL,EXT_FOR_HDI,NR,F,SE	553139 	512575 	485850 	460628 
TOTAL,EXT_FOR_HDI,NR,F,SI	54197 	52524 	49398 	48060 
TOTAL,EXT_FOR_HDI,NR,F,SK	13485 	13085 	12714 	12442 
TOTAL,EXT_FOR_HDI,NR,F,UK	2852414 	2762328 	2663702 	2632061 
TOTAL,EXT_FOR_HDI,NR,M,AT	293709 	277002 	232952 	218764 
TOTAL,EXT_FOR_HDI,NR,M,BE	439225 	431403 	404273 	401024 
TOTAL,EXT_FOR_HDI,NR,M,BG	32412 	30438 	26758 	21805 
TOTAL,EXT_FOR_HDI,NR,M,CH	349626 	325355 	308907 	296500 
TOTAL,EXT_FOR_HDI,NR,M,CY	25189 	25247 	27870 	31536 
TOTAL,EXT_FOR_HDI,NR,M,CZ	150957 	139789 	135900 	129313 
TOTAL,EXT_FOR_HDI,NR,M,DE	: 	2346551 	2173459 	2087325 
TOTAL,EXT_FOR_HDI,NR,M,DK	177677 	168472 	154689 	146866 
TOTAL,EXT_FOR_HDI,NR,M,EE	68471 	69132 	69496 b	71466 
TOTAL,EXT_FOR_HDI,NR,M,EL	239379 	206279 	206458 	431656 
TOTAL,EXT_FOR_HDI,NR,M,ES	1889620 	1847510 	1837604 	1866588 
TOTAL,EXT_FOR_HDI,NR,M,FI	105471 	96252 	91116 	86237 
TOTAL,EXT_FOR_HDI,NR,M,FR	2649568 p	2533798 p	2534846 p	2486273 
TOTAL,EXT_FOR_HDI,NR,M,HR	189482 	192822 	197961 	201909 
TOTAL,EXT_FOR_HDI,NR,M,HU	72046 	67673 	59432 	50335 
TOTAL,EXT_FOR_HDI,NR,M,IE	95694 	89415 	84749 	85918 
TOTAL,EXT_FOR_HDI,NR,M,IS	5555 	5121 	4848 	4826 
TOTAL,EXT_FOR_HDI,NR,M,IT	1673508 e	1591783 	1535443 	1732732 
TOTAL,EXT_FOR_HDI,NR,M,LI	844 	830 	819 	782 
TOTAL,EXT_FOR_HDI,NR,M,LT	42391 	42495 	47260 	48795 
TOTAL,EXT_FOR_HDI,NR,M,LU	27362 b	28997 	27644 	26496 
TOTAL,EXT_FOR_HDI,NR,M,LV	85841 	89137 	91142 	93277 
TOTAL,EXT_FOR_HDI,NR,M,MT	17413 	16691 	14922 	12225 
TOTAL,EXT_FOR_HDI,NR,M,NL	651090 	621249 	600867 	591413 
TOTAL,EXT_FOR_HDI,NR,M,NO	198771 	186611 	178076 	168325 
TOTAL,EXT_FOR_HDI,NR,M,PL	180581 ep	166353 p	153210 p	153638 p
TOTAL,EXT_FOR_HDI,NR,M,PT	277570 	280621 	280222 	286169 
TOTAL,EXT_FOR_HDI,NR,M,RO	121576 	100417 	82560 	61374 e
TOTAL,EXT_FOR_HDI,NR,M,SE	568550 	514899 	482140 	451047 
TOTAL,EXT_FOR_HDI,NR,M,SI	79055 	77328 	73295 	72444 
TOTAL,EXT_FOR_HDI,NR,M,SK	13741 	13059 	12353 	11940 
TOTAL,EXT_FOR_HDI,NR,M,UK	2667648 	2531047 	2510371 	2468309 
TOTAL,EXT_FOR_HDI,NR,T,AT	562900 	531285 	462866 	439390 
TOTAL,EXT_FOR_HDI,NR,T,BE	882845 	862382 	818188 	809318 
TOTAL,EXT_FOR_HDI,NR,T,BG	75195 	70832 	63707 	54513 
TOTAL,EXT_FOR_HDI,NR,T,CH	757532 	715638 	683006 	655988 
TOTAL,EXT_FOR_HDI,NR,T,CY	58741 	61192 	68244 	79222 
TOTAL,EXT_FOR_HDI,NR,T,CZ	275875 	254859 	246788 	235633 
TOTAL,EXT_FOR_HDI,NR,T,DE	: 	4763742 	4483380 	4315614 
TOTAL,EXT_FOR_HDI,NR,T,DK	370583 	351791 	326398 	312431 
TOTAL,EXT_FOR_HDI,NR,T,EE	171616 	173973 	175980 b	182970 
TOTAL,EXT_FOR_HDI,NR,T,EL	488786 	439643 	439627 	874616 
TOTAL,EXT_FOR_HDI,NR,T,ES	3988500 	3869932 	3819040 	3841928 
TOTAL,EXT_FOR_HDI,NR,T,FI	216109 	200184 	190193 	179747 
TOTAL,EXT_FOR_HDI,NR,T,FR	5455438 p	5245038 p	5215973 p	5106934 
TOTAL,EXT_FOR_HDI,NR,T,HR	405723 	412917 	422138 	428877 
TOTAL,EXT_FOR_HDI,NR,T,HU	141914 	134604 	119532 	103399 
TOTAL,EXT_FOR_HDI,NR,T,IE	191600 	178642 	171173 	173908 
TOTAL,EXT_FOR_HDI,NR,T,IS	12836 	11985 	11419 	11285 
TOTAL,EXT_FOR_HDI,NR,T,IT	3427146 e	3301395 	3209186 	3585669 
TOTAL,EXT_FOR_HDI,NR,T,LI	2053 	2016 	1955 	1891 
TOTAL,EXT_FOR_HDI,NR,T,LT	104475 	106753 	115178 	118632 
TOTAL,EXT_FOR_HDI,NR,T,LU	56903 b	58142 	55610 	53254 
TOTAL,EXT_FOR_HDI,NR,T,LV	223163 	230730 	236566 	242780 
TOTAL,EXT_FOR_HDI,NR,T,MT	32110 	30414 	27041 	22593 
TOTAL,EXT_FOR_HDI,NR,T,NL	1352907 	1298416 	1259674 	1239804 
TOTAL,EXT_FOR_HDI,NR,T,NO	416516 	393707 	377613 	358854 
TOTAL,EXT_FOR_HDI,NR,T,PL	424040 ep	404785 p	388137 p	393551 p
TOTAL,EXT_FOR_HDI,NR,T,PT	613112 	618167 	619241 	622245 
TOTAL,EXT_FOR_HDI,NR,T,RO	229346 	192357 	160912 	122632 e
TOTAL,EXT_FOR_HDI,NR,T,SE	1121689 	1027474 	967990 	911675 
TOTAL,EXT_FOR_HDI,NR,T,SI	133252 	129852 	122693 	120504 
TOTAL,EXT_FOR_HDI,NR,T,SK	27226 	26144 	25067 	24382 
TOTAL,EXT_FOR_HDI,NR,T,UK	5520062 	5293375 	5174073 	5100370 
TOTAL,EXT_FOR_HDI_H,NR,F,AT	156072 	151384 	145386 	141292 
TOTAL,EXT_FOR_HDI_H,NR,F,BE	114278 	112038 	110339 	112871 
TOTAL,EXT_FOR_HDI_H,NR,F,BG	30620 	28940 	27315 	25761 
TOTAL,EXT_FOR_HDI_H,NR,F,CH	192732 	185767 	178688 	171497 
TOTAL,EXT_FOR_HDI_H,NR,F,CY	5514 	6074 	5727 	7636 
TOTAL,EXT_FOR_HDI_H,NR,F,CZ	82192 	76915 	74336 	70643 
TOTAL,EXT_FOR_HDI_H,NR,F,DE	: 	1608967 	1573356 	1539459 
TOTAL,EXT_FOR_HDI_H,NR,F,DK	68008 	66932 	65585 	64378 
TOTAL,EXT_FOR_HDI_H,NR,F,EE	100191 	102086 	103864 b	108900 
TOTAL,EXT_FOR_HDI_H,NR,F,EL	140515 	139311 	139769 	349192 
TOTAL,EXT_FOR_HDI_H,NR,F,ES	1022871 	982465 	963263 	961738 
TOTAL,EXT_FOR_HDI_H,NR,F,FI	55760 	53885 	52360 	50528 
TOTAL,EXT_FOR_HDI_H,NR,F,FR	1205408 p	1166291 p	1162063 p	1148597 
TOTAL,EXT_FOR_HDI_H,NR,F,HR	211763 	215792 	220003 	222984 
TOTAL,EXT_FOR_HDI_H,NR,F,HU	43892 	41461 	37685 	33386 
TOTAL,EXT_FOR_HDI_H,NR,F,IE	24183 	18367 	17938 	17891 
TOTAL,EXT_FOR_HDI_H,NR,F,IS	1795 	1703 	1634 	1635 
TOTAL,EXT_FOR_HDI_H,NR,F,IT	725676 e	711234 	700450 	906296 
TOTAL,EXT_FOR_HDI_H,NR,F,LI	693 	689 	666 	664 
TOTAL,EXT_FOR_HDI_H,NR,F,LT	60235 	62537 	66025 	67885 
TOTAL,EXT_FOR_HDI_H,NR,F,LU	11558 b	7964 	7648 	7334 
TOTAL,EXT_FOR_HDI_H,NR,F,LV	133600 	137906 	141834 	145951 
TOTAL,EXT_FOR_HDI_H,NR,F,MT	4418 	4123 	3464 	2427 
TOTAL,EXT_FOR_HDI_H,NR,F,NL	167754 	163598 	160180 	158072 
TOTAL,EXT_FOR_HDI_H,NR,F,NO	56163 	54887 	53525 	51956 
TOTAL,EXT_FOR_HDI_H,NR,F,PL	227191 ep	225143 p	221924 p	227057 p
TOTAL,EXT_FOR_HDI_H,NR,F,PT	115587 	112507 	112833 	112322 
TOTAL,EXT_FOR_HDI_H,NR,F,RO	19739 	16974 	15491 	14973 e
TOTAL,EXT_FOR_HDI_H,NR,F,SE	178227 	173755 	170667 	167976 
TOTAL,EXT_FOR_HDI_H,NR,F,SI	51519 	49979 	46943 	45676 
TOTAL,EXT_FOR_HDI_H,NR,F,SK	9224 	9046 	8839 	8710 
TOTAL,EXT_FOR_HDI_H,NR,F,UK	543715 	528087 	494082 	479418 
TOTAL,EXT_FOR_HDI_H,NR,M,AT	148008 	143684 	137262 	133939 
TOTAL,EXT_FOR_HDI_H,NR,M,BE	103502 	102243 	101054 	104225 
TOTAL,EXT_FOR_HDI_H,NR,M,BG	16264 	14848 	13680 	12833 
TOTAL,EXT_FOR_HDI_H,NR,M,CH	162164 	155912 	150021 	143506 
TOTAL,EXT_FOR_HDI_H,NR,M,CY	5037 	4605 	4672 	6236 
TOTAL,EXT_FOR_HDI_H,NR,M,CZ	94493 	88416 	85768 	80541 
TOTAL,EXT_FOR_HDI_H,NR,M,DE	: 	1471385 	1407987 	1400613 
TOTAL,EXT_FOR_HDI_H,NR,M,DK	61994 	61228 	60181 	59300 
TOTAL,EXT_FOR_HDI_H,NR,M,EE	64428 	65514 	66242 b	68501 
TOTAL,EXT_FOR_HDI_H,NR,M,EL	86069 	84091 	84191 	307607 
TOTAL,EXT_FOR_HDI_H,NR,M,ES	812280 	784452 	774194 	781265 
TOTAL,EXT_FOR_HDI_H,NR,M,FI	43220 	41353 	39970 	38642 
TOTAL,EXT_FOR_HDI_H,NR,M,FR	1143511 p	1104845 p	1117763 p	1114454 
TOTAL,EXT_FOR_HDI_H,NR,M,HR	185230 	188724 	194002 	198133 
TOTAL,EXT_FOR_HDI_H,NR,M,HU	40217 	36630 	31624 	25893 
TOTAL,EXT_FOR_HDI_H,NR,M,IE	23114 	18520 	17690 	17519 
TOTAL,EXT_FOR_HDI_H,NR,M,IS	1399 	1271 	1200 	1196 
TOTAL,EXT_FOR_HDI_H,NR,M,IT	446906 e	437013 	430392 	661163 
TOTAL,EXT_FOR_HDI_H,NR,M,LI	479 	483 	481 	464 
TOTAL,EXT_FOR_HDI_H,NR,M,LT	40571 	40964 	45400 	46888 
TOTAL,EXT_FOR_HDI_H,NR,M,LU	9844 b	7164 	6841 	6573 
TOTAL,EXT_FOR_HDI_H,NR,M,LV	81796 	85174 	87346 	89652 
TOTAL,EXT_FOR_HDI_H,NR,M,MT	5372 	5290 	4254 	2511 
TOTAL,EXT_FOR_HDI_H,NR,M,NL	144137 	140630 	138072 	136750 
TOTAL,EXT_FOR_HDI_H,NR,M,NO	47161 	46571 	45839 	44750 
TOTAL,EXT_FOR_HDI_H,NR,M,PL	157442 ep	147794 p	134442 p	135509 p
TOTAL,EXT_FOR_HDI_H,NR,M,PT	85020 	82658 	88367 	92437 
TOTAL,EXT_FOR_HDI_H,NR,M,RO	21823 	18372 	16106 	14447 e
TOTAL,EXT_FOR_HDI_H,NR,M,SE	172969 	168577 	165861 	163971 
TOTAL,EXT_FOR_HDI_H,NR,M,SI	76333 	74752 	70797 	69961 
TOTAL,EXT_FOR_HDI_H,NR,M,SK	7228 	6897 	6513 	6376 
TOTAL,EXT_FOR_HDI_H,NR,M,UK	491014 	468111 	462859 	468621 
TOTAL,EXT_FOR_HDI_H,NR,T,AT	304080 	295068 	282648 	275231 
TOTAL,EXT_FOR_HDI_H,NR,T,BE	217780 	214281 	211393 	217096 
TOTAL,EXT_FOR_HDI_H,NR,T,BG	46884 	43788 	40995 	38594 
TOTAL,EXT_FOR_HDI_H,NR,T,CH	354896 	341679 	328709 	315003 
TOTAL,EXT_FOR_HDI_H,NR,T,CY	10551 	10679 	10399 	13872 
TOTAL,EXT_FOR_HDI_H,NR,T,CZ	176685 	165331 	160104 	151184 
TOTAL,EXT_FOR_HDI_H,NR,T,DE	: 	3080352 	2981343 	2940072 
TOTAL,EXT_FOR_HDI_H,NR,T,DK	130002 	128160 	125766 	123678 
TOTAL,EXT_FOR_HDI_H,NR,T,EE	164619 	167600 	170106 b	177401 
TOTAL,EXT_FOR_HDI_H,NR,T,EL	226584 	223402 	223960 	656799 
TOTAL,EXT_FOR_HDI_H,NR,T,ES	1835151 	1766917 	1737457 	1743003 
TOTAL,EXT_FOR_HDI_H,NR,T,FI	98980 	95238 	92330 	89170 
TOTAL,EXT_FOR_HDI_H,NR,T,FR	2348919 p	2271136 p	2279826 p	2263051 
TOTAL,EXT_FOR_HDI_H,NR,T,HR	396993 	404516 	414005 	421117 
TOTAL,EXT_FOR_HDI_H,NR,T,HU	84109 	78091 	69309 	59279 
TOTAL,EXT_FOR_HDI_H,NR,T,IE	47297 	36887 	35628 	35410 
TOTAL,EXT_FOR_HDI_H,NR,T,IS	3194 	2974 	2834 	2831 
TOTAL,EXT_FOR_HDI_H,NR,T,IT	1172582 e	1148247 	1130842 	1567459 
TOTAL,EXT_FOR_HDI_H,NR,T,LI	1172 	1172 	1147 	1128 
TOTAL,EXT_FOR_HDI_H,NR,T,LT	100806 	103501 	111425 	114773 
TOTAL,EXT_FOR_HDI_H,NR,T,LU	21402 b	15128 	14489 	13907 
TOTAL,EXT_FOR_HDI_H,NR,T,LV	215396 	223080 	229180 	235603 
TOTAL,EXT_FOR_HDI_H,NR,T,MT	9790 	9413 	7718 	4938 
TOTAL,EXT_FOR_HDI_H,NR,T,NL	311891 	304228 	298252 	294822 
TOTAL,EXT_FOR_HDI_H,NR,T,NO	103324 	101458 	99364 	96706 
TOTAL,EXT_FOR_HDI_H,NR,T,PL	384633 ep	372937 p	356366 p	362566 p
TOTAL,EXT_FOR_HDI_H,NR,T,PT	200607 	195165 	201200 	204759 
TOTAL,EXT_FOR_HDI_H,NR,T,RO	41562 	35346 	31597 	29420 e
TOTAL,EXT_FOR_HDI_H,NR,T,SE	351196 	342332 	336528 	331947 
TOTAL,EXT_FOR_HDI_H,NR,T,SI	127852 	124731 	117740 	115637 
TOTAL,EXT_FOR_HDI_H,NR,T,SK	16452 	15943 	15352 	15086 
TOTAL,EXT_FOR_HDI_H,NR,T,UK	1034729 	996198 	956941 	948039 
TOTAL,EXT_FOR_HDI_L,NR,F,AT	26637 	23102 	17371 	15924 
TOTAL,EXT_FOR_HDI_L,NR,F,BE	120835 	116963 	111757 	108665 
TOTAL,EXT_FOR_HDI_L,NR,F,BG	665 	625 	593 	525 
TOTAL,EXT_FOR_HDI_L,NR,F,CH	53495 	48820 	46041 	43993 
TOTAL,EXT_FOR_HDI_L,NR,F,CY	2786 	2506 	2824 	2460 
TOTAL,EXT_FOR_HDI_L,NR,F,CZ	1101 	985 	894 	851 
TOTAL,EXT_FOR_HDI_L,NR,F,DE	: 	171327 	145872 	134846 
TOTAL,EXT_FOR_HDI_L,NR,F,DK	31271 	29892 	28004 	26521 
TOTAL,EXT_FOR_HDI_L,NR,F,EE	163 	101 	61 b	34 
TOTAL,EXT_FOR_HDI_L,NR,F,EL	12443 	9894 	10064 	9763 
TOTAL,EXT_FOR_HDI_L,NR,F,ES	76579 	72818 	70401 	69006 
TOTAL,EXT_FOR_HDI_L,NR,F,FI	16544 	15153 	14095 	12850 
TOTAL,EXT_FOR_HDI_L,NR,F,FR	628620 p	599386 p	584087 p	558563 
TOTAL,EXT_FOR_HDI_L,NR,F,HR	198 	181 	169 	173 
TOTAL,EXT_FOR_HDI_L,NR,F,HU	2002 	1885 	1730 	1640 
TOTAL,EXT_FOR_HDI_L,NR,F,IE	17967 	17181 	16346 	17439 
TOTAL,EXT_FOR_HDI_L,NR,F,IS	362 	353 	327 	335 
TOTAL,EXT_FOR_HDI_L,NR,F,IT	191438 e	183783 	178307 	170908 
TOTAL,EXT_FOR_HDI_L,NR,F,LI	48 	43 	35 	36 
TOTAL,EXT_FOR_HDI_L,NR,F,LT	38 	25 	40 	34 
TOTAL,EXT_FOR_HDI_L,NR,F,LU	4128 b	1725 	1656 	1583 
TOTAL,EXT_FOR_HDI_L,NR,F,LV	39 	25 	23 	18 
TOTAL,EXT_FOR_HDI_L,NR,F,MT	1308 	1274 	1202 	1168 
TOTAL,EXT_FOR_HDI_L,NR,F,NL	71916 	68546 	66131 	64273 
TOTAL,EXT_FOR_HDI_L,NR,F,NO	54955 	52899 	49958 	46769 
TOTAL,EXT_FOR_HDI_L,NR,F,PL	633 ep	409 p	467 p	477 p
TOTAL,EXT_FOR_HDI_L,NR,F,PT	143302 	146121 	150732 	151641 
TOTAL,EXT_FOR_HDI_L,NR,F,RO	680 	524 	292 	336 e
TOTAL,EXT_FOR_HDI_L,NR,F,SE	100175 	92153 	85259 	78018 
TOTAL,EXT_FOR_HDI_L,NR,F,SI	138 	163 	144 	133 
TOTAL,EXT_FOR_HDI_L,NR,F,SK	230 	228 	218 	211 
TOTAL,EXT_FOR_HDI_L,NR,F,UK	963445 	947867 	923138 	906599 
TOTAL,EXT_FOR_HDI_L,NR,M,AT	54372 	47121 	32095 	29122 
TOTAL,EXT_FOR_HDI_L,NR,M,BE	128962 	125993 	116412 	114486 
TOTAL,EXT_FOR_HDI_L,NR,M,BG	1194 	1156 	1097 	1062 
TOTAL,EXT_FOR_HDI_L,NR,M,CH	65801 	54367 	48948 	47072 
TOTAL,EXT_FOR_HDI_L,NR,M,CY	1457 	1391 	1567 	1419 
TOTAL,EXT_FOR_HDI_L,NR,M,CZ	3229 	2836 	2692 	2552 
TOTAL,EXT_FOR_HDI_L,NR,M,DE	: 	227949 	195975 	169617 
TOTAL,EXT_FOR_HDI_L,NR,M,DK	36458 	35031 	31741 	30106 
TOTAL,EXT_FOR_HDI_L,NR,M,EE	671 	496 	334 b	172 
TOTAL,EXT_FOR_HDI_L,NR,M,EL	53837 	45473 	47190 	47873 
TOTAL,EXT_FOR_HDI_L,NR,M,ES	164987 	164404 	167137 	174208 
TOTAL,EXT_FOR_HDI_L,NR,M,FI	24374 	21679 	20227 	18853 
TOTAL,EXT_FOR_HDI_L,NR,M,FR	614888 p	572804 p	558795 p	532053 
TOTAL,EXT_FOR_HDI_L,NR,M,HR	326 	302 	266 	241 
TOTAL,EXT_FOR_HDI_L,NR,M,HU	4680 	4350 	4003 	3692 
TOTAL,EXT_FOR_HDI_L,NR,M,IE	20802 	18226 	17171 	18152 
TOTAL,EXT_FOR_HDI_L,NR,M,IS	399 	359 	322 	354 
TOTAL,EXT_FOR_HDI_L,NR,M,IT	417945 e	365271 	333410 	309639 
TOTAL,EXT_FOR_HDI_L,NR,M,LI	66 	64 	62 	58 
TOTAL,EXT_FOR_HDI_L,NR,M,LT	48 	41 	166 	144 
TOTAL,EXT_FOR_HDI_L,NR,M,LU	5040 b	2357 	2253 	2163 
TOTAL,EXT_FOR_HDI_L,NR,M,LV	140 	109 	107 	86 
TOTAL,EXT_FOR_HDI_L,NR,M,MT	3088 	3186 	3384 	3317 
TOTAL,EXT_FOR_HDI_L,NR,M,NL	86709 	82291 	78870 	76485 
TOTAL,EXT_FOR_HDI_L,NR,M,NO	67270 	63668 	59205 	54752 
TOTAL,EXT_FOR_HDI_L,NR,M,PL	2330 ep	1584 p	1754 p	1759 p
TOTAL,EXT_FOR_HDI_L,NR,M,PT	121597 	123826 	118284 	122753 
TOTAL,EXT_FOR_HDI_L,NR,M,RO	1616 	1257 	665 	955 e
TOTAL,EXT_FOR_HDI_L,NR,M,SE	119139 	108077 	99332 	90509 
TOTAL,EXT_FOR_HDI_L,NR,M,SI	331 	323 	303 	286 
TOTAL,EXT_FOR_HDI_L,NR,M,SK	741 	701 	652 	632 
TOTAL,EXT_FOR_HDI_L,NR,M,UK	955762 	928490 	921120 	896290 
TOTAL,EXT_FOR_HDI_L,NR,T,AT	81009 	70223 	49466 	45046 
TOTAL,EXT_FOR_HDI_L,NR,T,BE	249797 	242956 	228169 	223151 
TOTAL,EXT_FOR_HDI_L,NR,T,BG	1859 	1781 	1690 	1587 
TOTAL,EXT_FOR_HDI_L,NR,T,CH	119296 	103187 	94989 	91065 
TOTAL,EXT_FOR_HDI_L,NR,T,CY	4243 	3897 	4391 	3879 
TOTAL,EXT_FOR_HDI_L,NR,T,CZ	4330 	3821 	3586 	3403 
TOTAL,EXT_FOR_HDI_L,NR,T,DE	: 	399276 	341847 	304463 
TOTAL,EXT_FOR_HDI_L,NR,T,DK	67729 	64923 	59745 	56627 
TOTAL,EXT_FOR_HDI_L,NR,T,EE	834 	597 	395 b	206 
TOTAL,EXT_FOR_HDI_L,NR,T,EL	66280 	55367 	57254 	57636 
TOTAL,EXT_FOR_HDI_L,NR,T,ES	241566 	237222 	237538 	243214 
TOTAL,EXT_FOR_HDI_L,NR,T,FI	40918 	36832 	34322 	31703 
TOTAL,EXT_FOR_HDI_L,NR,T,FR	1243508 p	1172190 p	1142882 p	1090616 
TOTAL,EXT_FOR_HDI_L,NR,T,HR	524 	483 	435 	414 
TOTAL,EXT_FOR_HDI_L,NR,T,HU	6682 	6235 	5733 	5332 
TOTAL,EXT_FOR_HDI_L,NR,T,IE	38769 	35407 	33517 	35591 
TOTAL,EXT_FOR_HDI_L,NR,T,IS	761 	712 	649 	689 
TOTAL,EXT_FOR_HDI_L,NR,T,IT	609383 e	549054 	511717 	480547 
TOTAL,EXT_FOR_HDI_L,NR,T,LI	114 	107 	97 	94 
TOTAL,EXT_FOR_HDI_L,NR,T,LT	86 	66 	206 	178 
TOTAL,EXT_FOR_HDI_L,NR,T,LU	9168 b	4082 	3909 	3746 
TOTAL,EXT_FOR_HDI_L,NR,T,LV	179 	134 	130 	104 
TOTAL,EXT_FOR_HDI_L,NR,T,MT	4396 	4460 	4586 	4485 
TOTAL,EXT_FOR_HDI_L,NR,T,NL	158625 	150837 	145001 	140758 
TOTAL,EXT_FOR_HDI_L,NR,T,NO	122225 	116567 	109163 	101521 
TOTAL,EXT_FOR_HDI_L,NR,T,PL	2963 ep	1993 p	2221 p	2236 p
TOTAL,EXT_FOR_HDI_L,NR,T,PT	264899 	269947 	269016 	274394 
TOTAL,EXT_FOR_HDI_L,NR,T,RO	2296 	1781 	957 	1291 e
TOTAL,EXT_FOR_HDI_L,NR,T,SE	219314 	200230 	184591 	168527 
TOTAL,EXT_FOR_HDI_L,NR,T,SI	469 	486 	447 	419 
TOTAL,EXT_FOR_HDI_L,NR,T,SK	971 	929 	870 	843 
TOTAL,EXT_FOR_HDI_L,NR,T,UK	1919207 	1876357 	1844258 	1802889 
TOTAL,EXT_FOR_HDI_M,NR,F,AT	71794 	65286 	53163 	49833 
TOTAL,EXT_FOR_HDI_M,NR,F,BE	185802 	179168 	169149 	163954 
TOTAL,EXT_FOR_HDI_M,NR,F,BG	9172 	8641 	6997 	4548 
TOTAL,EXT_FOR_HDI_M,NR,F,CH	111629 	106197 	100841 	96377 
TOTAL,EXT_FOR_HDI_M,NR,F,CY	22611 	24712 	28940 	34464 
